Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code
191 Des Voeux Road West,191 Des Voeux Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/191-Des-Voeux-Road-West/2-OOVCUROARU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
9 Centre Street,9 Centre Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/9-Centre-Street/2-OOVCURRSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
388-390 Queen's Road West,388-390 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/388-390-Queen-s-Road-West/2-OOVDQRDRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
2-2A Second Street,2-2A Second Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/2-2A-Second-Street/2-OOVDQRJYRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
17 Tsz Mi Alley,17 Tsz Mi Alley,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/17-Tsz-Mi-Alley/2-OOVDURFXRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
402 Queen's Road West,402 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/402-Queen-s-Road-West/2-OOVFQRDJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
142 Des Voeux Road West,142 Des Voeux Road West,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/142-Des-Voeux-Road-West/2-OOVJFROHRQ,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
183 Des Voeux Road West,183 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/183-Des-Voeux-Road-West/2-OOVJUROXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
97 First Street,97 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/97-First-Street/2-OOVQFRURRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fortune Court,10-11 Sai On Lane,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/Fortune-Court/2-OOVRFRDXRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
155 Third Street,155 Third Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/155-Third-Street/2-OOVRURFORU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
101 First Street,101 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/101-First-Street/2-OOVSFRUSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
21 High Street,21 High Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/21-High-Street/2-OOVSQRQRRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
17 High Street,17 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/17-High-Street/2-OOVUQRQJRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
23A High Street,23A High Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/23A-High-Street/2-OOVVQRQSRU,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
108 Second Street,108 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/108-Second-Street/2-SSABBPDEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
272 Des Voeux Road West,272 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/272-Des-Voeux-Road-West/2-SSABWPSHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
99C High Street,99C High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/99C-High-Street/2-SSADBPAOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Sei Li Building,21-24 Chiu Kwong Street,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/Sei-Li-Building/2-SSADBPPXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
224 Queen's Road West,224 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/224-Queen-s-Road-West/2-SSAEWPGYPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
276-278 Des Voeux Road West,276-278 Des Voeux Road West,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/276-278-Des-Voeux-Road-West/2-SSAGWPSYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tai Yik House,27-29 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Tai-Yik-House/2-SSAKGPEYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
College View Mansion,11A-11C Hospital Road,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/College-View-Mansion/2-SSAKPPASPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
235-237 Queen's Road West,235-237 Queen's Road West,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/235-237-Queen-s-Road-West/2-SSAPBPGSPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Des Voeux W Residence,328 Des Voeux Road West,1,161,--,--,--,--,--,https://hk.centanet.com/estate/en/Des-Voeux-W-Residence/2-SSAPWWPJWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
345A Queen's Road West,345A Queen's Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/345A-Queen-s-Road-West/2-SSASGPBRPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
174 Des Voeux Road West,174 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/174-Des-Voeux-Road-West/2-SSASWPSXPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
47 Water Street,47 Water Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/47-Water-Street/2-SSAWPPWHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
43-45 First Street,43-45 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/43-45-First-Street/2-SSAYGPESPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
35 Eastern Street,35 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/35-Eastern-Street/2-SSBBBPEEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
101 High Street,101 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/101-High-Street/2-SSBDBPAEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
335 Des Voeux Road West,335 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/335-Des-Voeux-Road-West/2-SSBDBPSOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
9 Leung I Fong,9 Leung I Fong,1,1,--,--,--,--,--,https://hk.centanet.com/estate/en/9-Leung-I-Fong/2-SSBEGPKVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
331 Des Voeux Road West,331 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/331-Des-Voeux-Road-West/2-SSBGBPSVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
2 Chiu Kwong Street,2 Chiu Kwong Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/2-Chiu-Kwong-Street/2-SSBKBPPVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
21 Sai Yuen Lane,21 Sai Yuen Lane,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/21-Sai-Yuen-Lane/2-SSBPWPGJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
105-107 High Street,105-107 High Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/105-107-High-Street/2-SSBYBPAHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hing Yip Building,5-23 First Street,1,44,--,--,--,--,--,https://hk.centanet.com/estate/en/Hing-Yip-Building/2-SSBYBPEVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wah Tat Court,152-158 Third Street,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/Wah-Tat-Court/2-SSBYBPYSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wai On House,39-43 Water Street,1,26,--,--,--,--,--,https://hk.centanet.com/estate/en/Wai-On-House/2-SSBYPPWSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
102-106 Second Street,102-106 Second Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/102-106-Second-Street/2-SSDABPDSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
31-33 First Street,31-33 First Street,1,10,"$9,868/ ft²",46.91%,1,--,--,https://hk.centanet.com/estate/en/31-33-First-Street/2-SSDBGPEEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
20 High Street,20 High Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/20-High-Street/2-SSDDGPAEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
39-41 First Street,39-41 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/39-41-First-Street/2-SSDDGPEYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
98 Second Street,98 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/98-Second-Street/2-SSDEBPDRPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
19-21 Eastern Street,19-21 Eastern Street,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/19-21-Eastern-Street/2-SSDEBPEXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
On Lok House,35-37 First Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/On-Lok-House/2-SSDGGPEHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
6-8 Eastern Street,6-8 Eastern Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/6-8-Eastern-Street/2-SSDSWPSJPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
1A High Street,1A High Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/1A-High-Street/2-SSDWPPERPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
24 High Street,24 High Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/24-High-Street/2-SSDYGPAHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Fook On Building,192 Third Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Fook-On-Building/2-SSDYGPYSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
246 Queen's Road West,246 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/246-Queen-s-Road-West/2-SSEBPPGRPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
96 Second Street,96 Second Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/96-Second-Street/2-SSEEBPDYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
15 Pok Fu Lam Road,15 Pok Fu Lam Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/15-Pok-Fu-Lam-Road/2-SSEGPPBRPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
309 Queen's Road West,309 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/309-Queen-s-Road-West/2-SSEPBPBXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wai Yuen Mansion,341-343 Queen's Road West,1,31,--,--,--,--,--,https://hk.centanet.com/estate/en/Wai-Yuen-Mansion/2-SSEPGPBOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
No. 30 Eastern Street,30 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/No-30-Eastern-Street/2-SSEPWWPVWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hing Wah House,69-73 Third Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Hing-Wah-House/2-SSESPPYEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Shun Tai Building,129 First Street,1,66,--,--,--,--,--,https://hk.centanet.com/estate/en/Shun-Tai-Building/2-SSESWPEYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
25 Sai Yuen Lane,25 Sai Yuen Lane,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/25-Sai-Yuen-Lane/2-SSESWPGJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
The First Building,47-53 First Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/The-First-Building/2-SSEWGPESPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Mier,8 Hospital Road,1,48,--,--,--,--,--,https://hk.centanet.com/estate/en/Mier/2-SSEWPPAJPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
286 Des Voeux Road West,286 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/286-Des-Voeux-Road-West/2-SSEWWPSAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
22 High Street,22 High Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/22-High-Street/2-SSEYGPAJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
25 First Street,25 First Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/25-First-Street/2-SSGAGPEVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Viking Court,165-166 Connaught Road West,1,149,--,--,--,--,--,https://hk.centanet.com/estate/en/Viking-Court/2-SSGAPPSXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
18 Sai Yuen Lane,18 Sai Yuen Lane,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/18-Sai-Yuen-Lane/2-SSGBWPGAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
369 Queen's Road West,369 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/369-Queen-s-Road-West/2-SSGDGPBHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
16-18 High Street,16-18 High Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/16-18-High-Street/2-SSGGGPAOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Zion Court,95A-95B High Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Zion-Court/2-SSGKBPAXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
2-4 Eastern Street,2-4 Eastern Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/2-4-Eastern-Street/2-SSGSWPSJPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
339 Des Voeux Road West,339 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/339-Des-Voeux-Road-West/2-SSGWBPSHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
65 Third Street,65 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/65-Third-Street/2-SSGWWPDSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
91 High Street,91 High Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/91-High-Street/2-SSKABPAHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
23 Eastern Street,23 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/23-Eastern-Street/2-SSKABPEVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
19 Pok Fu Lam Road,19 Pok Fu Lam Road,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/19-Pok-Fu-Lam-Road/2-SSKDPPBYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
260-262 Queen's Road West,260-262 Queen's Road West,1,10,"$15,600/ ft²",836.94%,1,--,--,https://hk.centanet.com/estate/en/260-262-Queen-s-Road-West/2-SSKDPPGVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
21-25 Third Street,21-25 Third Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/21-25-Third-Street/2-SSKEWPDHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
17 Pok Fu Lam Road,17 Pok Fu Lam Road,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/17-Pok-Fu-Lam-Road/2-SSKGPPBHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
95 High Street,95 High Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/95-High-Street/2-SSKKBPAYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
27 Eastern Street,27 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/27-Eastern-Street/2-SSKKBPEOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Highlight House,75-79 High Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Highlight-House/2-SSKPBPAXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
5-7 Leung I Fong,5-7 Leung I Fong,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/5-7-Leung-I-Fong/2-SSKSGPKJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
220 Queen's Road West,220 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/220-Queen-s-Road-West/2-SSKSWPGOPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Tang Wong Court,63 Third Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Tang-Wong-Court/2-SSKWWPDOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
288 Des Voeux Road West,288 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/288-Des-Voeux-Road-West/2-SSKWWPSEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
168-172 Third Street,168-172 Third Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/168-172-Third-Street/2-SSPAGPYAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
29 Eastern Street,29 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/29-Eastern-Street/2-SSPBBPEXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Siu Cheung Building,3-4 Chiu Kwong Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Siu-Cheung-Building/2-SSPBBPPSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Wing Wah Building,29-33 Third Street,1,30,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Wah-Building/2-SSPBWPDAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
333 Des Voeux Road West,333 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/333-Des-Voeux-Road-West/2-SSPDBPSSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Piu Chun Building,316-320 Des Voeux Road West,1,27,--,--,--,--,--,https://hk.centanet.com/estate/en/Piu-Chun-Building/2-SSPDPPERPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
347 Queen's Road West,347 Queen's Road West,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/347-Queen-s-Road-West/2-SSPEGPBJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
36 Eastern Street,36 Eastern Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/36-Eastern-Street/2-SSPEWPSOPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
37 Eastern Street,37 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/37-Eastern-Street/2-SSPGBPEJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yue Tak House,7-11 Pok Fu Lam Road,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/Yue-Tak-House/2-SSPGPPBJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
13 Pok Fu Lam Road,13 Pok Fu Lam Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/13-Pok-Fu-Lam-Road/2-SSPGPPBOPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Chiu Kwong Mansion,1 Chiu Kwong Street,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/Chiu-Kwong-Mansion/2-SSPKBPPRPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Ovolo,111 High Street,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/Ovolo/2-SSPPGPARPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Topworth Court,9-11 Third Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Topworth-Court/2-SSPPWPDSPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Louis Heights,419E Queen's Road West,1,48,--,--,--,--,--,https://hk.centanet.com/estate/en/Louis-Heights/2-SSPPWWPHWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
2B-2C High Street,2B-2C High Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/2B-2C-High-Street/2-SSPSGPASPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
23 Sai Yuen Lane,23 Sai Yuen Lane,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/23-Sai-Yuen-Lane/2-SSPSWPGYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yen Fook Building (Mansion),120-126 Second Street,1,59,--,--,--,--,--,https://hk.centanet.com/estate/en/Yen-Fook-Building-Mansion/2-SSPWBPDYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
284 Des Voeux Road West,284 Des Voeux Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/284-Des-Voeux-Road-West/2-SSPWWPSVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
103 High Street,103 High Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/103-High-Street/2-SSPYBPAJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Yuen Fai Court,6-10 Sai Yuen Lane,1,56,--,--,--,--,--,https://hk.centanet.com/estate/en/Yuen-Fai-Court/2-SSSAWPGJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
31 Eastern Street,31 Eastern Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/31-Eastern-Street/2-SSSBBPEVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
16 Sai Yuen Lane,16 Sai Yuen Lane,1,1,--,--,--,--,--,https://hk.centanet.com/estate/en/16-Sai-Yuen-Lane/2-SSSBWPGHPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
99A-99B High Street,99A-99B High Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/99A-99B-High-Street/2-SSSDBPAVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
367 Queen's Road West,367 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/367-Queen-s-Road-West/2-SSSDGPBJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
256-258 Queen's Road West,256-258 Queen's Road West,1,10,"$3,175/ ft²",78.32%,1,--,--,https://hk.centanet.com/estate/en/256-258-Queen-s-Road-West/2-SSSDPPGJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Rockson Mansion,25-35 Water Street,1,44,--,--,--,--,--,https://hk.centanet.com/estate/en/Rockson-Mansion/2-SSSDPPWVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Hing Fat Mansion,24-26 Sai Yuen Lane,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/Hing-Fat-Mansion/2-SSSDWPGVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
81-85 High Street,81-85 High Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/81-85-High-Street/2-SSSEBPAAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
4-6A High Street,4-6A High Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/4-6A-High-Street/2-SSSEGPAXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
35-39 Third Street,35-39 Third Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/35-39-Third-Street/2-SSSGWPDEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
20-22 Sai Yuen Lane,20-22 Sai Yuen Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/20-22-Sai-Yuen-Lane/2-SSSGWPGYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
238-240 Queen's Road West,238-240 Queen's Road West,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/238-240-Queen-s-Road-West/2-SSSKPPGYPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
12-14 Sai Yuen Lane,12-14 Sai Yuen Lane,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/12-14-Sai-Yuen-Lane/2-SSSKWPGEPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
307 Queen's Road West,307 Queen's Road West,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/307-Queen-s-Road-West/2-SSSPBPBJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
341 Des Voeux Road West,341 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/341-Des-Voeux-Road-West/2-SSSPGPSAPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
High Park 99,99 High Street,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/High-Park-99/2-SSSPWWPVWE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
345 Queen's Road West,345 Queen's Road West,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/345-Queen-s-Road-West/2-SSSSGPBJPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
1-3 Leung I Fong,1-3 Leung I Fong,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/1-3-Leung-I-Fong/2-SSSSGPKXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Western House,164-170 Des Voeux Road West,1,51,--,--,--,--,--,https://hk.centanet.com/estate/en/Western-House/2-SSSSWPSXPA,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
Rockson Mansion,371-379 Queen's Road West,1,51,--,--,--,--,--,https://hk.centanet.com/estate/en/Rockson-Mansion/2-SSSWGPBRPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
337 Des Voeux Road West,337 Des Voeux Road West,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/337-Des-Voeux-Road-West/2-SSSYBPSXPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
264-268 Queen's Road West,264-268 Queen's Road West,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/264-268-Queen-s-Road-West/2-SSSYPPGVPE,Hong Kong Island,All Hong Kong Island,Sai Ying Pun,HMA056
