source,source_id,original_key,building_name,normalized_name,address,district,grade,year_built,building_key,matches_json,midland_id,centanet_id,midland_original_key,centanet_original_key
leasinghub,1122,1122,Two Pacific Place,two pacific place,88 Queensway,Central and Western District,A+,1990.0,LH_1122,"{""midland"": {""id"": ""B000054569"", ""original_key"": ""B000054569"", ""score"": 90.0, ""building_name"": ""Two Pacific Place"", ""address"": ""88 Queensway"", ""original_record"": {""Building Name"": ""Two Pacific Place"", ""Address"": ""88 Queensway"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000054569/Two-Pacific-Place""}}, ""centanet"": {""id"": ""2eefdbb6-4028-4632-aa50-d499942f7176"", ""original_key"": ""2eefdbb6-4028-4632-aa50-d499942f7176"", ""score"": 90.0, ""building_name"": ""Two Pacific Place"", ""address"": ""88 Queensway"", ""original_record"": {""queriedDistrict"": ""Admiralty"", ""queriedCode"": ""WS005"", ""propertyID"": ""2eefdbb6-4028-4632-aa50-d499942f7176"", ""buildingNameEn"": ""Two Pacific Place"", ""address"": ""88 Queensway"", ""developers"": ""John Swire & Sons (Hong Kong) Limited"", ""opDateDisplayName"": ""1991 Year"", ""floorDisplayName"": ""27 Floor(s)"", ""districtNameEn"": ""Admiralty"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 10}}}",B000054569,2eefdbb6-4028-4632-aa50-d499942f7176,B000054569,2eefdbb6-4028-4632-aa50-d499942f7176
leasinghub,12438,12438,Two Portside,two portside,9 Pat Tat Street,Wong Tai Sin District,B,1997.0,LH_12438,"{""centanet"": {""id"": ""c92689ec-0b3d-4e1c-bc61-d2e0f4cd2ce5"", ""original_key"": ""c92689ec-0b3d-4e1c-bc61-d2e0f4cd2ce5"", ""score"": 90.0, ""building_name"": ""Two Portside"", ""address"": ""9 Pat Tat Street"", ""original_record"": {""queriedDistrict"": ""San Po Kong"", ""queriedCode"": ""WS030"", ""propertyID"": ""c92689ec-0b3d-4e1c-bc61-d2e0f4cd2ce5"", ""buildingNameEn"": ""Two Portside"", ""address"": ""9 Pat Tat Street"", ""developers"": ""Henderson Real Estate Agency Limited"", ""opDateDisplayName"": ""1997 Year"", ""floorDisplayName"": ""29 Floor(s)"", ""districtNameEn"": ""San Po Kong"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 3}}}",,c92689ec-0b3d-4e1c-bc61-d2e0f4cd2ce5,,c92689ec-0b3d-4e1c-bc61-d2e0f4cd2ce5
leasinghub,4733,4733,Two Sky Parc,two sky parc,51 Hung To Road,Kwun Tong District,A,1996.0,LH_4733,"{""centanet"": {""id"": ""8d8161c5-e310-4f74-9137-910fdfb4c50c"", ""original_key"": ""8d8161c5-e310-4f74-9137-910fdfb4c50c"", ""score"": 90.0, ""building_name"": ""Two Sky Parc"", ""address"": ""51 Hung To Road"", ""original_record"": {""queriedDistrict"": ""Kwun Tong"", ""queriedCode"": ""WS032"", ""propertyID"": ""8d8161c5-e310-4f74-9137-910fdfb4c50c"", ""buildingNameEn"": ""Two Sky Parc"", ""address"": ""51 Hung To Road"", ""developers"": ""Sino Land Company Limited"", ""opDateDisplayName"": ""1996 Year"", ""floorDisplayName"": ""33 Floor(s)"", ""districtNameEn"": ""Kwun Tong"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 9}}}",,8d8161c5-e310-4f74-9137-910fdfb4c50c,,8d8161c5-e310-4f74-9137-910fdfb4c50c
leasinghub,17412,17412,Two Taikoo Place,two taikoo place,979 King's Road,Eastern District,A+,2022.0,LH_17412,{},,,,
leasinghub,3551,3551,Ultragrace Commercial Building,ultragrace commercial building,5 Jordan Road,Yau Tsim Mong District,B,1992.0,LH_3551,{},,,,
leasinghub,13,13,Unicorn Trade Centre,unicorn trade center,127-131 Des Voeux Road Central,Central and Western District,B,1965.0,LH_13,{},,,,
leasinghub,3736,3736,Union Commercial Building,union commercial building,12-16 Lyndhurst Terrace,Central and Western District,B,1983.0,LH_3736,{},,,,
leasinghub,2987,2987,Union Park Centre,union park center,771-775 Nathan Road,Yau Tsim Mong District,B,1983.0,LH_2987,{},,,,
leasinghub,168,168,Unionway Commercial Centre,unionway commercial center,283 Queen's Road Central,Central and Western District,B,1992.0,LH_168,{},,,,
leasinghub,969,969,United Asia Finance Centre,united asia finance center,333 Lockhart Road,Wanchai District,A,1999.0,LH_969,"{""midland"": {""id"": ""B000062599"", ""original_key"": ""B000062599"", ""score"": 88.4, ""building_name"": ""United Asia Finance Centre"", ""address"": ""No. 333 Lockhart Road"", ""original_record"": {""Building Name"": ""United Asia Finance Centre"", ""Address"": ""No. 333 Lockhart Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000062599/United-Asia-Finance-Centre""}}, ""centanet"": {""id"": ""9619b786-6735-40e0-9bc6-9061bb1c8516"", ""original_key"": ""9619b786-6735-40e0-9bc6-9061bb1c8516"", ""score"": 90.0, ""building_name"": ""United Asia Finance Centre"", ""address"": ""333 Lockhart Road"", ""original_record"": {""queriedDistrict"": ""Wan Chai"", ""queriedCode"": ""WS006"", ""propertyID"": ""9619b786-6735-40e0-9bc6-9061bb1c8516"", ""buildingNameEn"": ""United Asia Finance Centre"", ""address"": ""333 Lockhart Road"", ""developers"": ""Allied Properties (H.K.) Limited"", ""opDateDisplayName"": ""2000 Year"", ""floorDisplayName"": ""53 Floor(s)"", ""districtNameEn"": ""Wan Chai"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 0, ""rentCount"": 16, ""transCount"": 2}}}",B000062599,9619b786-6735-40e0-9bc6-9061bb1c8516,B000062599,9619b786-6735-40e0-9bc6-9061bb1c8516
leasinghub,4270,4270,United Building,united building,17-19 Jubilee Street,Central and Western District,C,1960.0,LH_4270,{},,,,
leasinghub,1398,1398,United Building,united building,447-449 Hennessy Road,Wanchai District,B,1979.0,LH_1398,"{""midland"": {""id"": ""B000007723"", ""original_key"": ""B000007723"", ""score"": 87.8, ""building_name"": ""United Building"", ""address"": ""447 Hennessy Road"", ""original_record"": {""Building Name"": ""United Building"", ""Address"": ""447 Hennessy Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007723/United-Building""}}}",B000007723,,B000007723,
leasinghub,1123,1123,United Centre,united center,95 Queensway,Central and Western District,A,1981.0,LH_1123,"{""midland"": {""id"": ""B000007651"", ""original_key"": ""B000007651"", ""score"": 90.0, ""building_name"": ""United Centre"", ""address"": ""95 Queensway"", ""original_record"": {""Building Name"": ""United Centre"", ""Address"": ""95 Queensway"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007651/United-Centre""}}, ""centanet"": {""id"": ""8945cdfc-f462-48e6-a917-b6e0be4709bf"", ""original_key"": ""8945cdfc-f462-48e6-a917-b6e0be4709bf"", ""score"": 90.0, ""building_name"": ""United Centre"", ""address"": ""95 Queensway"", ""original_record"": {""queriedDistrict"": ""Admiralty"", ""queriedCode"": ""WS005"", ""propertyID"": ""8945cdfc-f462-48e6-a917-b6e0be4709bf"", ""buildingNameEn"": ""United Centre"", ""address"": ""95 Queensway"", ""developers"": ""World-Wide Properties Corporation Limited"", ""opDateDisplayName"": ""1981 Year"", ""floorDisplayName"": ""39 Floor(s)"", ""districtNameEn"": ""Admiralty"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 12, ""rentCount"": 10, ""transCount"": 19}}}",B000007651,8945cdfc-f462-48e6-a917-b6e0be4709bf,B000007651,8945cdfc-f462-48e6-a917-b6e0be4709bf
leasinghub,12068,12068,United Chinese Bank Building,united chinese bank building,18 Tai Po Road,Sham Shui Po District,B,1984.0,LH_12068,{},,,,
leasinghub,11443,11443,United Overseas Plaza,united overseas plaza,11 Lai Yip Street,Kwun Tong District,B,1968.0,LH_11443,{},,,,
leasinghub,1505,1505,United Success Commercial Centre,united success commercial center,506-508 Jaffe Road,Wanchai District,B,1992.0,LH_1505,{},,,,
leasinghub,6867,6867,Universal Commercial Building,universal commercial building,65-69 Peking Road,Yau Tsim Mong District,C,1966.0,LH_6867,"{""midland"": {""id"": ""B000007162"", ""original_key"": ""B000007162"", ""score"": 90.0, ""building_name"": ""Universal Commercial Building"", ""address"": ""65-69 Peking Road"", ""original_record"": {""Building Name"": ""Universal Commercial Building"", ""Address"": ""65-69 Peking Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007162/Universal-Commercial-Building""}}}",B000007162,,B000007162,
leasinghub,2807,2807,Universal Commercial House,universal commercial house,4 Shell Street,Eastern District,C,1991.0,LH_2807,{},,,,
leasinghub,1169,1169,Universal House,universal house,229-230 Gloucester Road,Wanchai District,C,1981.0,LH_1169,"{""midland"": {""id"": ""B000007622"", ""original_key"": ""B000007622"", ""score"": 88.8, ""building_name"": ""Universal House"", ""address"": ""No. 229-230 Gloucester Road"", ""original_record"": {""Building Name"": ""Universal House"", ""Address"": ""No. 229-230 Gloucester Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007622/Universal-House""}}}",B000007622,,B000007622,
leasinghub,2281,2281,Universal Trade Centre,universal trade center,3-5A Arbuthnot Road,Central and Western District,B+,1992.0,LH_2281,"{""midland"": {""id"": ""B000007685"", ""original_key"": ""B000007685"", ""score"": 88.2, ""building_name"": ""Universal Trade Centre"", ""address"": ""3 Arbuthnot Road"", ""original_record"": {""Building Name"": ""Universal Trade Centre"", ""Address"": ""3 Arbuthnot Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007685/Universal-Trade-Centre""}}, ""centanet"": {""id"": ""14fbcde1-c486-4eae-860b-7f9c6bb25979"", ""original_key"": ""14fbcde1-c486-4eae-860b-7f9c6bb25979"", ""score"": 88.2, ""building_name"": ""Universal Trade Centre"", ""address"": ""3 Arbuthnot Road"", ""original_record"": {""queriedDistrict"": ""Central"", ""queriedCode"": ""WS004"", ""propertyID"": ""14fbcde1-c486-4eae-860b-7f9c6bb25979"", ""buildingNameEn"": ""Universal Trade Centre"", ""address"": ""3 Arbuthnot Road"", ""developers"": ""Henderson Land Development Company Limited"", ""opDateDisplayName"": ""1992 Year"", ""floorDisplayName"": ""32 Floor(s)"", ""districtNameEn"": ""Central"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 7, ""rentCount"": 9, ""transCount"": 14}}}",B000007685,14fbcde1-c486-4eae-860b-7f9c6bb25979,B000007685,14fbcde1-c486-4eae-860b-7f9c6bb25979
leasinghub,638,638,Uwa Building,uwa building,18-19 Connaught Road West,Central and Western District,C,1979.0,LH_638,{},,,,
leasinghub,137,137,V Heun Building,v heun building,138 Queen's Road Central,Central and Western District,B+,1982.0,LH_137,"{""centanet"": {""id"": ""65deb996-da0a-451a-b847-6c29dc918dde"", ""original_key"": ""65deb996-da0a-451a-b847-6c29dc918dde"", ""score"": 90.0, ""building_name"": ""V Heun Building"", ""address"": ""138 Queen's Road Central"", ""original_record"": {""queriedDistrict"": ""Central"", ""queriedCode"": ""WS004"", ""propertyID"": ""65deb996-da0a-451a-b847-6c29dc918dde"", ""buildingNameEn"": ""V Heun Building"", ""address"": ""138 Queen's Road Central"", ""developers"": ""V. Heun Limited"", ""opDateDisplayName"": ""1982 Year"", ""floorDisplayName"": ""24 Floor(s)"", ""districtNameEn"": ""Central"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 1, ""rentCount"": 0, ""transCount"": 1}}}",,65deb996-da0a-451a-b847-6c29dc918dde,,65deb996-da0a-451a-b847-6c29dc918dde
leasinghub,3475,3475,Valiant Commercial Building,valiant commercial building,22-24 Prat Avenue,Yau Tsim Mong District,B,1986.0,LH_3475,"{""midland"": {""id"": ""B000024395"", ""original_key"": ""B000024395"", ""score"": 90.0, ""building_name"": ""Valiant Commercial Building"", ""address"": ""22-24 Prat Avenue"", ""original_record"": {""Building Name"": ""Valiant Commercial Building"", ""Address"": ""22-24 Prat Avenue"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000024395/Valiant-Commercial-Building""}}}",B000024395,,B000024395,
leasinghub,2255,2255,Valley Centre,valley center,80-82 Morrison Hill Road,Wanchai District,B,1983.0,LH_2255,"{""midland"": {""id"": ""B000024399"", ""original_key"": ""B000024399"", ""score"": 88.8, ""building_name"": ""Valley Centre"", ""address"": ""No. 80-82 Morrison Hill Road"", ""original_record"": {""Building Name"": ""Valley Centre"", ""Address"": ""No. 80-82 Morrison Hill Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000024399/Valley-Centre""}}}",B000024399,,B000024399,
leasinghub,2420,2420,Vastkin House,vastkin house,84 Jervois Street,Central and Western District,C,1998.0,LH_2420,{},,,,
leasinghub,8173,8173,VC House,vc house,4-6 On Lan Street,Central and Western District,B,1975.0,LH_8173,{},,,,
leasinghub,11522,11522,Vertical SQ,vertical sq,28 Heung Yip Road,Southern District,A,2015.0,LH_11522,"{""midland"": {""id"": ""B000080282"", ""original_key"": ""B000080282"", ""score"": 90.0, ""building_name"": ""Vertical Sq"", ""address"": ""28 Heung Yip Road"", ""original_record"": {""Building Name"": ""Vertical Sq"", ""Address"": ""28 Heung Yip Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000080282/Vertical-Sq""}}, ""centanet"": {""id"": ""aacfd1af-fe02-44d7-90c1-5c1432439e4b"", ""original_key"": ""aacfd1af-fe02-44d7-90c1-5c1432439e4b"", ""score"": 100.0, ""building_name"": ""Vertical Sq"", ""address"": ""28 Heung Yip Road"", ""original_record"": {""queriedDistrict"": ""Southern District"", ""queriedCode"": ""WS002"", ""propertyID"": ""aacfd1af-fe02-44d7-90c1-5c1432439e4b"", ""buildingNameEn"": ""Vertical Sq"", ""address"": ""28 Heung Yip Road"", ""developers"": ""K. Wah Properties (Holdings) Limited"", ""opDateDisplayName"": ""2015 Year"", ""floorDisplayName"": ""31 Floor(s)"", ""districtNameEn"": ""Southern District"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 0, ""rentCount"": 2, ""transCount"": 2}}}",B000080282,aacfd1af-fe02-44d7-90c1-5c1432439e4b,B000080282,aacfd1af-fe02-44d7-90c1-5c1432439e4b
leasinghub,3223,3223,Vincent Commercial Centre,vincent commercial center,21 Hillwood Road,Yau Tsim Mong District,C,1988.0,LH_3223,{},,,,
leasinghub,987,987,Vincent House,vincent house,513-515 Lockhart Road,Wanchai District,C,1985.0,LH_987,{},,,,
leasinghub,2307,2307,VIP Commercial Centre,vip commercial center,116-120 Canton Road,Yau Tsim Mong District,C,1984.0,LH_2307,{},,,,
leasinghub,162,162,Virtus Medical Tower,virtus medical tower,122-126 Queen's Road Central,Central and Western District,B+,1983.0,LH_162,{},,,,
leasinghub,17579,17579,Viva Place,viva place,36 Heung Yip Road,Southern District,A,2023.0,LH_17579,"{""midland"": {""id"": ""B000114344"", ""original_key"": ""B000114344"", ""score"": 90.0, ""building_name"": ""Viva Place"", ""address"": ""36 Heung Yip Road"", ""original_record"": {""Building Name"": ""Viva Place"", ""Address"": ""36 Heung Yip Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000114344/Viva-Place""}}}",B000114344,,B000114344,
leasinghub,1980,1980,Vogue Building,vogue building,67 Wyndham Street,Central and Western District,C,1981.0,LH_1980,{},,,,
leasinghub,1073,1073,Vulcan House,vulcan house,21-23 Leighton Road,Wanchai District,B,1980.0,LH_1073,"{""midland"": {""id"": ""B000007725"", ""original_key"": ""B000007725"", ""score"": 90.0, ""building_name"": ""Vulcan House"", ""address"": ""21-23 Leighton Road"", ""original_record"": {""Building Name"": ""Vulcan House"", ""Address"": ""21-23 Leighton Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007725/Vulcan-House""}}}",B000007725,,B000007725,
leasinghub,11718,11718,W Business Centre,w business center,4 Kam Hong Street,Eastern District,B,1997.0,LH_11718,{},,,,
leasinghub,7221,7221,W Luxe,w luxe,5-9 On Yiu Street,Sha Tin District,B+,2020.0,LH_7221,"{""midland"": {""id"": ""B000088915"", ""original_key"": ""B000088915"", ""score"": 90.0, ""building_name"": ""W Luxe"", ""address"": ""5-9 On Yiu Street"", ""original_record"": {""Building Name"": ""W Luxe"", ""Address"": ""5-9 On Yiu Street"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000088915/W-Luxe""}}, ""centanet"": {""id"": ""6080e9b4-86ab-4fb6-b331-58af3ed40593"", ""original_key"": ""6080e9b4-86ab-4fb6-b331-58af3ed40593"", ""score"": 88.8, ""building_name"": ""W Luxe"", ""address"": ""5 On Yiu Street"", ""original_record"": {""queriedDistrict"": ""Sha Tin"", ""queriedCode"": ""WS035"", ""propertyID"": ""6080e9b4-86ab-4fb6-b331-58af3ed40593"", ""buildingNameEn"": ""W Luxe"", ""address"": ""5 On Yiu Street"", ""developers"": ""Sun Hung Kai Properties Limited"", ""opDateDisplayName"": ""2020 Year"", ""floorDisplayName"": ""26 Floor(s)"", ""districtNameEn"": ""Sha Tin"", ""zoneEn"": ""New Territories"", ""sellCount"": 171, ""rentCount"": 24, ""transCount"": 44}}}",B000088915,6080e9b4-86ab-4fb6-b331-58af3ed40593,B000088915,6080e9b4-86ab-4fb6-b331-58af3ed40593
leasinghub,3811,3811,W50,w50,50 Wong Chuk Hang Road,Southern District,A,2015.0,LH_3811,"{""midland"": {""id"": ""B000079814"", ""original_key"": ""B000079814"", ""score"": 90.0, ""building_name"": ""W50"", ""address"": ""50 Wong Chuk Hang Road"", ""original_record"": {""Building Name"": ""W50"", ""Address"": ""50 Wong Chuk Hang Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000079814/W50""}}, ""centanet"": {""id"": ""7bda95c4-ce09-46ed-a948-90015c9d2943"", ""original_key"": ""7bda95c4-ce09-46ed-a948-90015c9d2943"", ""score"": 100.0, ""building_name"": ""W50"", ""address"": ""50 Wong Chuk Hang Road"", ""original_record"": {""queriedDistrict"": ""Southern District"", ""queriedCode"": ""WS002"", ""propertyID"": ""7bda95c4-ce09-46ed-a948-90015c9d2943"", ""buildingNameEn"": ""W50"", ""address"": ""50 Wong Chuk Hang Road"", ""developers"": ""Sun Hung Kai Properties Limited"", ""opDateDisplayName"": ""2015 Year"", ""floorDisplayName"": ""32 Floor(s)"", ""districtNameEn"": ""Southern District"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 28, ""rentCount"": 9, ""transCount"": 26}}}",B000079814,7bda95c4-ce09-46ed-a948-90015c9d2943,B000079814,7bda95c4-ce09-46ed-a948-90015c9d2943
leasinghub,1243,1243,Waga Commercial Centre,waga commercial center,99 Wellington Street,Central and Western District,B,1992.0,LH_1243,{},,,,
leasinghub,1416,1416,Wah Hen Commercial Centre,wah hen commercial center,381-383 Hennessy Road,Wanchai District,C,1981.0,LH_1416,"{""midland"": {""id"": ""B000007277"", ""original_key"": ""B000007277"", ""score"": 88.6, ""building_name"": ""Wah Hen Commercial Centre"", ""address"": ""No. 381-383 Hennessy Road"", ""original_record"": {""Building Name"": ""Wah Hen Commercial Centre"", ""Address"": ""No. 381-383 Hennessy Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007277/Wah-Hen-Commercial-Centre""}}}",B000007277,,B000007277,
leasinghub,971,971,Wah Hing Commercial Building,wah hing commercial building,279-283 Lockhart Road,Wanchai District,B,1998.0,LH_971,"{""midland"": {""id"": ""B000053971"", ""original_key"": ""B000053971"", ""score"": 88.6, ""building_name"": ""Wah Hing Commercial Building"", ""address"": ""No. 279-283 Lockhart Road"", ""original_record"": {""Building Name"": ""Wah Hing Commercial Building"", ""Address"": ""No. 279-283 Lockhart Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000053971/Wah-Hing-Commercial-Building""}}}",B000053971,,B000053971,
leasinghub,5192,5192,Wah Hing Commercial Center,wah hing commercial center,383 Shanghai Street,Yau Tsim Mong District,B,1988.0,LH_5192,{},,,,
leasinghub,32,32,Wah Kit Commercial Centre,wah kit commercial center,300-302 Des Voeux Road Central,Central and Western District,B,1979.0,LH_32,{},,,,
leasinghub,3632,3632,Wah Koon Building,wah koon building,181-199 Hollywood Road,Central and Western District,C,1978.0,LH_3632,{},,,,
leasinghub,154,154,Wah Yuen Building,wah yuen building,145-149 Queen's Road Central,Central and Western District,B,1977.0,LH_154,{},,,,
leasinghub,7163,7163,Wai Ching Commercial Building,wai ching commercial building,77 Wai Ching Street,Yau Tsim Mong District,B,1997.0,LH_7163,{},,,,
leasinghub,2980,2980,Wai Fung Plaza,wai fung plaza,664 Nathan Road,Yau Tsim Mong District,B+,1984.0,LH_2980,"{""centanet"": {""id"": ""7d0d8731-5a44-4367-aff7-37095c8113b1"", ""original_key"": ""7d0d8731-5a44-4367-aff7-37095c8113b1"", ""score"": 90.0, ""building_name"": ""Wai Fung Plaza"", ""address"": ""664 Nathan Road"", ""original_record"": {""queriedDistrict"": ""Mongkok"", ""queriedCode"": ""WS020"", ""propertyID"": ""7d0d8731-5a44-4367-aff7-37095c8113b1"", ""buildingNameEn"": ""Wai Fung Plaza"", ""address"": ""664 Nathan Road"", ""developers"": ""Central Development Limited"", ""opDateDisplayName"": ""1984 Year"", ""floorDisplayName"": ""21 Floor(s)"", ""districtNameEn"": ""Mongkok"", ""zoneEn"": ""Kowloon"", ""sellCount"": 0, ""rentCount"": 0, ""transCount"": 1}}}",,7d0d8731-5a44-4367-aff7-37095c8113b1,,7d0d8731-5a44-4367-aff7-37095c8113b1
leasinghub,3171,3171,Wai Hing Commercial Building,wai hing commercial building,17-19 Wing Wo Street,Central and Western District,C,1982.0,LH_3171,{},,,,
leasinghub,3306,3306,Wai Lee Commercial Building,wai lee commercial building,128 Castle Peak Road,Sham Shui Po District,B,1982.0,LH_3306,{},,,,
leasinghub,2944,2944,Wai Ming Commercial Building,wai ming commercial building,757 Nathan Road,Yau Tsim Mong District,C,1974.0,LH_2944,{},,,,
leasinghub,5437,5437,Wai Wah Commercial Building,wai wah commercial building,109-113 Portland Street,Yau Tsim Mong District,C,1973.0,LH_5437,{},,,,
leasinghub,62,62,Wai Yip Commercial Building,wai yip commercial building,100 Des Voeux Road Central,Central and Western District,C,1988.0,LH_62,{},,,,
leasinghub,14691,14691,Waitex House,waitex house,7-9 Mong Kok Road,Yau Tsim Mong District,C,1981.0,LH_14691,{},,,,
leasinghub,967,967,Wan Chai Central Building,wan chai central building,89 Lockhart Road,Wanchai District,B,1997.0,LH_967,"{""midland"": {""id"": ""B000024732"", ""original_key"": ""B000024732"", ""score"": 81.6, ""building_name"": ""Wanchai Central Building"", ""address"": ""89 Lockhart Road"", ""original_record"": {""Building Name"": ""Wanchai Central Building"", ""Address"": ""89 Lockhart Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000024732/Wanchai-Central-Building""}}}",B000024732,,B000024732,
leasinghub,1573,1573,Wanchai Commercial Centre,wanchai commercial center,194 Johnston Road,Wanchai District,B,1984.0,LH_1573,"{""midland"": {""id"": ""B000007451"", ""original_key"": ""B000007451"", ""score"": 87.8, ""building_name"": ""Wanchai Commercial Centre"", ""address"": ""194-204 Johnston Road"", ""original_record"": {""Building Name"": ""Wanchai Commercial Centre"", ""Address"": ""194-204 Johnston Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007451/Wanchai-Commercial-Centre""}}}",B000007451,,B000007451,
leasinghub,6951,6951,Wang Cheong Commercial Building,wang cheong commercial building,249-253A Reclamation Street,Yau Tsim Mong District,C,1981.0,LH_6951,{},,,,
leasinghub,10472,10472,Wanthorpe House,wanthorpe house,39-41 Hing Lung Street,Central and Western District,C,1971.0,LH_10472,{},,,,
leasinghub,3476,3476,Wardley Centre,wardley center,9-11 Prat Avenue,Yau Tsim Mong District,B,1991.0,LH_3476,{},,,,
leasinghub,6696,6696,Waterloo Plaza,waterloo plaza,53-55 Waterloo Road,Yau Tsim Mong District,C,1991.0,LH_6696,{},,,,
leasinghub,1497,1497,Way On Commercial Building,way on commercial building,500-504 Jaffe Road,Wanchai District,B,1991.0,LH_1497,"{""midland"": {""id"": ""B000024791"", ""original_key"": ""B000024791"", ""score"": 87.6, ""building_name"": ""Way On Commercial Building"", ""address"": ""500 Jaffe Road"", ""original_record"": {""Building Name"": ""Way On Commercial Building"", ""Address"": ""500 Jaffe Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000024791/Way-On-Commercial-Building""}}}",B000024791,,B000024791,
leasinghub,5988,5988,Wayland House,wayland house,55-61 Shek Pai Wan Road,Southern District,B,1996.0,LH_5988,{},,,,
leasinghub,635,635,Wayson Commercial Building,wayson commercial building,28 Connaught Road West,Central and Western District,B,1982.0,LH_635,"{""centanet"": {""id"": ""0efc380f-0f8c-44ff-9b3d-441e8e7ffffa"", ""original_key"": ""0efc380f-0f8c-44ff-9b3d-441e8e7ffffa"", ""score"": 90.0, ""building_name"": ""Wayson Commercial Building"", ""address"": ""28 Connaught Road West"", ""original_record"": {""queriedDistrict"": ""Sheung Wan"", ""queriedCode"": ""WS003"", ""propertyID"": ""0efc380f-0f8c-44ff-9b3d-441e8e7ffffa"", ""buildingNameEn"": ""Wayson Commercial Building"", ""address"": ""28 Connaught Road West"", ""developers"": ""Sun Hung Kai Properties Limited"", ""opDateDisplayName"": ""1982 Year"", ""floorDisplayName"": ""25 Floor(s)"", ""districtNameEn"": ""Sheung Wan"", ""zoneEn"": ""Hong Kong"", ""sellCount"": 25, ""rentCount"": 11, ""transCount"": 19}}}",,0efc380f-0f8c-44ff-9b3d-441e8e7ffffa,,0efc380f-0f8c-44ff-9b3d-441e8e7ffffa
leasinghub,980,980,Wayson Commercial House,wayson commercial house,68-70 Lockhart Road,Wanchai District,B,1981.0,LH_980,"{""midland"": {""id"": ""B000007410"", ""original_key"": ""B000007410"", ""score"": 90.0, ""building_name"": ""Wayson Commercial House"", ""address"": ""68-70 Lockhart Road"", ""original_record"": {""Building Name"": ""Wayson Commercial House"", ""Address"": ""68-70 Lockhart Road"", ""Detail URL"": ""https://www.midlandici.com.hk/ics/property/building/details/B000007410/Wayson-Commercial-House""}}}",B000007410,,B000007410,
leasinghub,12498,12498,Wealth Commercial Centre,wealth commercial center,42-56 Kwong Wa Street,Yau Tsim Mong District,B,1993.0,LH_12498,"{""centanet"": {""id"": ""1e1c09e3-b231-4cc5-a7e3-cf15095998be"", ""original_key"": ""1e1c09e3-b231-4cc5-a7e3-cf15095998be"", ""score"": 90.0, ""building_name"": ""Wealth Commercial Centre"", ""address"": ""42-56 Kwong Wa Street"", ""original_record"": {""queriedDistrict"": ""Mongkok"", ""queriedCode"": ""WS020"", ""propertyID"": ""1e1c09e3-b231-4cc5-a7e3-cf15095998be"", ""buildingNameEn"": ""Wealth Commercial Centre"", ""address"": ""42-56 Kwong Wa Street"", ""developers"": ""Henderson Land Development Company Limited"", ""opDateDisplayName"": ""1993 Year"", ""floorDisplayName"": ""28 Floor(s)"", ""districtNameEn"": ""Mongkok"", ""zoneEn"": ""Kowloon"", ""sellCount"": 9, ""rentCount"": 0, ""transCount"": 5}}}",,1e1c09e3-b231-4cc5-a7e3-cf15095998be,,1e1c09e3-b231-4cc5-a7e3-cf15095998be
leasinghub,13085,13085,Wealthy Plaza,wealthy plaza,138 Shau Kei Wan Road,Eastern District,C,1994.0,LH_13085,{},,,,
leasinghub,7873,7873,Well View Commercial Building,well view commercial building,10 Morrison Street,Central and Western District,B,1992.0,LH_7873,{},,,,
