Name,Address,Blocks,Units,Unit Rate,MoM,Trans Record,For Sale,For Rent,Estate Link,Region,District,Subdistrict,Code,Scraped Estate Name,Occupation Permit,Scraped Blocks,Scraped Units,School Net Info,Estate Detailed Address,Developer
Prince Centre,70 Tai Po Road,2,174,--,--,--,--,--,https://hk.centanet.com/estate/en/Prince-Centre/2-EGAYGPDVPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Kam Hoi Building,184-186 Yu Chau Street,1,14,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Hoi-Building/2-EGAYGPWEPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
186 Tai Nan Street,186 Tai Nan Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/186-Tai-Nan-Street/2-EGAYPPDJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Chow Har Building,260 Cheung Sha Wan Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/Chow-Har-Building/2-EGBABPSJPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Tender Court,295 Yu Chau Street,1,24,--,--,--,--,--,https://hk.centanet.com/estate/en/Tender-Court/2-EGBAGPWOPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Fung Tai Mansion,168 Hai Tan Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Fung-Tai-Mansion/2-EGBAWPEYPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
26 Nam Cheong Street,26 Nam Cheong Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/26-Nam-Cheong-Street/2-EGBAWPKJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
278 Yu Chau Street,278 Yu Chau Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/278-Yu-Chau-Street/2-EGBAWPWEPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
59 Berwick Street,59 Berwick Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/59-Berwick-Street/2-EGBBGPPJPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
260 Tai Nan Street,260 Tai Nan Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/260-Tai-Nan-Street/2-EGBBWPGJPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
256 Lai Chi Kok Road,256 Lai Chi Kok Road,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/256-Lai-Chi-Kok-Road/2-EGBDBPKJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
184 Tai Nan Street,184 Tai Nan Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/184-Tai-Nan-Street/2-EGBDPPDRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
153 Apliu Street,153 Apliu Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/153-Apliu-Street/2-EGBDPPPRPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Galloway Mansion,7-9 Cheung Sha Wan Road,1,26,--,--,--,--,--,https://hk.centanet.com/estate/en/Galloway-Mansion/2-EGBDPPSAPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Wing Yue Building,133 Fuk Wa Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Yue-Building/2-EGBEGPSAPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
160 Tai Po Road,160 Tai Po Road,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/160-Tai-Po-Road/2-EGBEPPYRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
17 Un Chau Street,17 Un Chau Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/17-Un-Chau-Street/2-EGBEWPDAPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
304 Ki Lung Street,304 Ki Lung Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/304-Ki-Lung-Street/2-EGBGBPASPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Shing To Building,32-36 Tai Po Road,1,110,--,--,--,--,--,https://hk.centanet.com/estate/en/Shing-To-Building/2-EGBGBPDSPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Lik Sang Court,28 Fuk Wa Street,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/Lik-Sang-Court/2-EGBGGPEXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
259 Tai Nan Street,259 Tai Nan Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/259-Tai-Nan-Street/2-EGBGGPGAPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Fuk On Building,116C Pei Ho Street,1,60,--,--,--,--,--,https://hk.centanet.com/estate/en/Fuk-On-Building/2-EGBKBPGVPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Kwai Cheung Building,241-249 Cheung Sha Wan Road,1,44,--,--,--,--,--,https://hk.centanet.com/estate/en/Kwai-Cheung-Building/2-EGBKPPSSPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
120 Yee Kuk Street,120 Yee Kuk Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/120-Yee-Kuk-Street/2-EGBKWPYOPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Pak Far Building,51-55 Shek Kip Mei Street,1,38,--,--,--,--,--,https://hk.centanet.com/estate/en/Pak-Far-Building/2-EGBPBPGRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
163 Yee Kuk Street,163 Yee Kuk Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/163-Yee-Kuk-Street/2-EGBPBPYXPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
264 Lai Chi Kok Road,264 Lai Chi Kok Road,1,2,--,--,--,--,--,https://hk.centanet.com/estate/en/264-Lai-Chi-Kok-Road/2-EGBPGPKRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
276-278 Tai Nan Street,276-278 Tai Nan Street,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/276-278-Tai-Nan-Street/2-EGBPPPDRPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
164-166 Ki Lung Street,164-166 Ki Lung Street,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/164-166-Ki-Lung-Street/2-EGBPPPKJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Lee Tak Cheong Mansion,94-98 Yee Kuk Street,1,39,--,--,--,--,--,https://hk.centanet.com/estate/en/Lee-Tak-Cheong-Mansion/2-EGBPWPYJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
274 Ki Lung Street,274 Ki Lung Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/274-Ki-Lung-Street/2-EGBSBPAAPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
173 Yu Chau Street,173 Yu Chau Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/173-Yu-Chau-Street/2-EGBSBPWJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Fung Ning Building,42-44 Tai Po Road,1,22,--,--,--,--,--,https://hk.centanet.com/estate/en/Fung-Ning-Building/2-EGBSGPDJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
120-122 Fuk Wing Street,120-122 Fuk Wing Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/120-122-Fuk-Wing-Street/2-EGBWBPERPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
188 Yu Chau Street,188 Yu Chau Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/188-Yu-Chau-Street/2-EGBWGPWVPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
20-22 Kweilin Street,20-22 Kweilin Street,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/20-22-Kweilin-Street/2-EGBWPPKXPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
160A Ki Lung Street,160A Ki Lung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/160A-Ki-Lung-Street/2-EGBWWPAAPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Kam Shing Building,120-124 Apliu Street,1,39,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Shing-Building/2-EGBYBPPJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
71 Fuk Wing Street,71 Fuk Wing Street,1,11,--,--,--,--,--,https://hk.centanet.com/estate/en/71-Fuk-Wing-Street/2-EGBYPPEHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Nam Cheong Building,177-179 Nam Cheong Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/Nam-Cheong-Building/2-EGDABPBSPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
On Lok House,172-174 Tai Nan Street,1,1,--,--,--,--,--,https://hk.centanet.com/estate/en/On-Lok-House/2-EGDAPPDRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
261 Yu Chau Street,261 Yu Chau Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/261-Yu-Chau-Street/2-EGDBBPWEPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
25 Poplar Street,25 Poplar Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/25-Poplar-Street/2-EGDBGPBXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
301 Yu Chau Street,301 Yu Chau Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/301-Yu-Chau-Street/2-EGDBGPWOPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
151-155 Kweilin Street/50-52 Un Chau Street,151-155 Kweilin Street,1,40,--,--,--,--,--,https://hk.centanet.com/estate/en/151-155-Kweilin-Street-50-52-Un-Chau-Street/2-EGDBPPKJPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
384 Lai Chi Kok Road,384 Lai Chi Kok Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/384-Lai-Chi-Kok-Road/2-EGDBWPKJPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
34 Nam Cheong Street,34 Nam Cheong Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/34-Nam-Cheong-Street/2-EGDBWPKSPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
217 Cheung Sha Wan Road,217 Cheung Sha Wan Road,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/217-Cheung-Sha-Wan-Road/2-EGDBWPPAPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
124A Pei Ho Street,124A Pei Ho Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/124A-Pei-Ho-Street/2-EGDDBPGJPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Ngun Hoi Mansion,163 Hai Tan Street,1,56,--,--,--,1,--,https://hk.centanet.com/estate/en/Ngun-Hoi-Mansion/2-EGDDGPERPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
23 Nam Cheong Street,23 Nam Cheong Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/23-Nam-Cheong-Street/2-EGDDPPBSPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
172 Yee Kuk Street,172 Yee Kuk Street,1,13,--,--,--,--,--,https://hk.centanet.com/estate/en/172-Yee-Kuk-Street/2-EGDEWPYEPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
254 Lai Chi Kok Road,254 Lai Chi Kok Road,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/254-Lai-Chi-Kok-Road/2-EGDGBPKRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
246 Apliu Street,246 Apliu Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/246-Apliu-Street/2-EGDGBPPXPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
63 Berwick Street,63 Berwick Street,1,3,--,--,--,--,--,https://hk.centanet.com/estate/en/63-Berwick-Street/2-EGDGGPPSPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Ki Yip Building,154 Ki Lung Street,1,16,--,--,--,--,--,https://hk.centanet.com/estate/en/Ki-Yip-Building/2-EGDGWPAJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
178 Hai Tan Street,178 Hai Tan Street,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/178-Hai-Tan-Street/2-EGDGWPEHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
264 Tai Nan Street,264 Tai Nan Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/264-Tai-Nan-Street/2-EGDGWPGSPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Wing Kai Building,110A Fuk Wing Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Kai-Building/2-EGDKBPEAPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
110 Apliu Street,110 Apliu Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/110-Apliu-Street/2-EGDKBPPJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
30 Nam Cheong Street,30 Nam Cheong Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/30-Nam-Cheong-Street/2-EGDKWPKRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
171 Yu Chau Street,171 Yu Chau Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/171-Yu-Chau-Street/2-EGDPBPWRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
285 Yu Chau Street,285 Yu Chau Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/285-Yu-Chau-Street/2-EGDPGPWYPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
39A Un Chau Street,39A Un Chau Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/39A-Un-Chau-Street/2-EGDPPPYHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
368 Lai Chi Kok Road,368 Lai Chi Kok Road,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/368-Lai-Chi-Kok-Road/2-EGDPWPKVPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
167 Yee Kuk Street,167 Yee Kuk Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/167-Yee-Kuk-Street/2-EGDSBPYRPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
185 Ki Lung Street,185 Ki Lung Street,1,6,--,--,--,--,--,https://hk.centanet.com/estate/en/185-Ki-Lung-Street/2-EGDSGPARPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
37-39 Fuk Wing Street,37-39 Fuk Wing Street,1,21,--,--,--,--,--,https://hk.centanet.com/estate/en/37-39-Fuk-Wing-Street/2-EGDSPPAJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
314 Ki Lung Street,314 Ki Lung Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/314-Ki-Lung-Street/2-EGDWBPAHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
114 Yu Chau Street,114 Yu Chau Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/114-Yu-Chau-Street/2-EGDWGPWRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
75 Fuk Wing Street,75 Fuk Wing Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/75-Fuk-Wing-Street/2-EGDWPPEOPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
177 Ki Lung Street,177 Ki Lung Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/177-Ki-Lung-Street/2-EGDYBPAJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Wah On Mansion,105 Fuk Wa Street,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/Wah-On-Mansion/2-EGDYBPSRPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
48A Cheung Sha Wan Road,48A Cheung Sha Wan Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/48A-Cheung-Sha-Wan-Road/2-EGDYGPSJPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
236-236A Apliu Street,236-236A Apliu Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/236-236A-Apliu-Street/2-EGEABPPOPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
293 Yu Chau Street,293 Yu Chau Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/293-Yu-Chau-Street/2-EGEAGPWVPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
118-124 Pei Ho Street,118-124 Pei Ho Street,1,37,"$3,846/ ft²",36.55%,1,--,--,https://hk.centanet.com/estate/en/118-124-Pei-Ho-Street/2-EGEBBPGXPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
250 Lai Chi Kok Road,250 Lai Chi Kok Road,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/250-Lai-Chi-Kok-Road/2-EGEBBPKAPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
112 Apliu Street,112 Apliu Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/112-Apliu-Street/2-EGEBBPPRPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Kam Fai Building,240-242 Apliu Street,1,20,--,--,--,--,--,https://hk.centanet.com/estate/en/Kam-Fai-Building/2-EGEBBPPXPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
193-203 Ki Lung Street,193-203 Ki Lung Street,1,34,--,--,--,--,--,https://hk.centanet.com/estate/en/193-203-Ki-Lung-Street/2-EGEBGPAXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
255 Tai Nan Street,255 Tai Nan Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/255-Tai-Nan-Street/2-EGEBGPGSPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
43 Fuk Wing Street,43 Fuk Wing Street,1,15,--,--,--,--,--,https://hk.centanet.com/estate/en/43-Fuk-Wing-Street/2-EGEBPPAYPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
150 Ki Lung Street,150 Ki Lung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/150-Ki-Lung-Street/2-EGEBWPAXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
32 Nam Cheong Street,32 Nam Cheong Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/32-Nam-Cheong-Street/2-EGEBWPKVPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
306 Ki Lung Street,306 Ki Lung Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/306-Ki-Lung-Street/2-EGEDBPAEPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
173 Ki Lung Street,173 Ki Lung Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/173-Ki-Lung-Street/2-EGEDBPAXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
46 Cheung Sha Wan Road,46 Cheung Sha Wan Road,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/46-Cheung-Sha-Wan-Road/2-EGEDGPSXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Ho King Building,6 Wong Chuk Street,1,25,--,--,--,--,--,https://hk.centanet.com/estate/en/Ho-King-Building/2-EGEDGPYSPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Hang Shun Building,33F Boundary Street,1,76,--,--,--,--,--,https://hk.centanet.com/estate/en/Hang-Shun-Building/2-EGEDWPPSPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Wing Kee Mansion,202 Hai Tan Street,1,48,--,--,--,--,--,https://hk.centanet.com/estate/en/Wing-Kee-Mansion/2-EGEEPPAVPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
122 Fuk Wa Street,122 Fuk Wa Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/122-Fuk-Wa-Street/2-EGEEPPEHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
157 Pei Ho Street,157 Pei Ho Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/157-Pei-Ho-Street/2-EGEEPPGSPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
296 Ki Lung Street,296 Ki Lung Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/296-Ki-Lung-Street/2-EGEGBPAHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
185 Nam Cheong Street,185 Nam Cheong Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/185-Nam-Cheong-Street/2-EGEGBPBOPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
364 Tai Nan Street,364 Tai Nan Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/364-Tai-Nan-Street/2-EGEGPPDHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
57 Berwick Street,57 Berwick Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/57-Berwick-Street/2-EGEKGPPRPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
210 Hai Tan Street,210 Hai Tan Street,1,4,--,--,--,--,--,https://hk.centanet.com/estate/en/210-Hai-Tan-Street/2-EGEKPPAOPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Evergreen Mansion,446 Sai Yeung Choi Street North,1,18,--,--,--,--,--,https://hk.centanet.com/estate/en/Evergreen-Mansion/2-EGEKPPGXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Yuen Cheong Court,65-69 Un Chau Street,1,33,--,--,--,--,--,https://hk.centanet.com/estate/en/Yuen-Cheong-Court/2-EGEKPPYYPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
170 Hai Tan Street,170 Hai Tan Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/170-Hai-Tan-Street/2-EGEKWPEEPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
256 Tai Nan Street,256 Tai Nan Street,1,7,--,--,--,--,--,https://hk.centanet.com/estate/en/256-Tai-Nan-Street/2-EGEKWPGRPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
270 Ki Lung Street,270 Ki Lung Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/270-Ki-Lung-Street/2-EGEPBPASPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Lai Luen Building,236 Lai Chi Kok Road,1,45,--,--,--,--,--,https://hk.centanet.com/estate/en/Lai-Luen-Building/2-EGEPBPKSPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
181 Ki Lung Street,181 Ki Lung Street,1,9,--,--,--,--,--,https://hk.centanet.com/estate/en/181-Ki-Lung-Street/2-EGEPGPAAPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Luen Hong Building,316-324 Ki Lung Street,1,55,--,--,--,--,--,https://hk.centanet.com/estate/en/Luen-Hong-Building/2-EGEPGPAHPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
158 Yu Chau Street,158 Yu Chau Street,1,8,--,--,--,--,--,https://hk.centanet.com/estate/en/158-Yu-Chau-Street/2-EGEPWPWSPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
Shing Lum Building,169-175 Nam Cheong Street,1,31,--,--,--,--,--,https://hk.centanet.com/estate/en/Shing-Lum-Building/2-EGESBPBYPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
32 Shek Kip Mei Street,32 Shek Kip Mei Street,1,5,--,--,--,--,--,https://hk.centanet.com/estate/en/32-Shek-Kip-Mei-Street/2-EGESGPGXPD,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
129 Fuk Wa Street,129 Fuk Wa Street,1,10,--,--,--,--,--,https://hk.centanet.com/estate/en/129-Fuk-Wa-Street/2-EGESGPSRPG,Kowloon,Cheung Sha Wan | Sham Shui Po,Sham Shui Po,HMA171,,,,,,,
